LEAD_ID,CASE_OPENED_DATE,CASE_CLOSED_SUCCESSFUL_DATE,SALES_FUNNEL_STEPS
e3307bb12350ca2,2024-07-17,2024-07-19,Sales Call 1
323ee468998f7ce,2024-06-21,2024-06-21,Sales Call 2
8c0fa7954067c66,2024-05-31,2024-05-31,PV System Sold
68717f1112009fc,2024-02-29,2024-03-03,Sales Call 1
d6ac52da00e1cfc,2024-07-06,2024-07-06,Sales Call 1
3ad283c05ea186a,2024-06-02,2024-06-02,Sales Call 1
6c61bea1f7f735d,2024-05-26,2024-05-27,Sales Call 1
4cf609ecef980c3,2024-03-19,2024-03-23,Sales Call 1
3807d81f81a2c29,2024-05-19,2024-05-20,Sales Call 1
17a8637f0026000,2024-03-30,2024-04-02,Sales Call 1
73d72319524b017,2024-04-29,2024-04-29,Sales Call 1
329ebfd098ace3f,2024-06-27,2024-06-28,Sales Call 1
795655be019b63b,2024-04-16,2024-04-17,Sales Call 1
9672f87e2ecd647,2024-04-02,2024-04-05,Sales Call 1
995ff6dca9ed865,2024-06-19,2024-06-21,Sales Call 1
1165117948926f8,2024-07-04,2024-07-05,Sales Call 1
40c33a36da0c279,2024-04-12,2024-04-13,PV System Sold
1e86fa6c65abc48,2024-07-08,,Sales Call 1
430513c4446f85a,2024-05-18,2024-05-19,PV System Sold
203788bdb2e7d2d,2024-02-28,,Sales Call 1
8416ec84f24a386,2024-03-08,2024-03-08,Sales Call 2
4bf70d7c36aed98,2024-07-20,2024-07-21,Sales Call 1
a0cb5583bd5dbaf,2024-03-30,2024-04-02,Sales Call 1
442ba28b6d25085,2024-07-12,2024-07-14,Sales Call 1
76250a011e67987,2024-04-26,2024-04-28,Sales Call 1
54855572fafa119,2024-06-13,,Sales Call 1
639211a0a3606b1,2024-03-23,,Sales Call 1
3f5c1c6e4569fa4,2024-05-11,,Sales Call 1
3589b0b30b775ae,2024-03-30,,Sales Call 2
1a3fae989f64e98,2024-03-29,2024-03-29,PV System Sold
cef248727afecd9,2024-05-11,2024-05-12,Sales Call 1
374f86d5d04574b,2024-07-01,2024-07-02,Sales Call 1
51f9564efd8e95b,2024-05-08,2024-05-10,Sales Call 1
f32faccdd88d0f8,2024-07-19,2024-07-19,Sales Call 1
9f66cbc2fbb4872,2024-04-27,,Sales Call 1
ba2564ca31a99cb,2024-07-01,2024-07-01,Sales Call 1
9a1bbc4ab080aed,2024-07-06,2024-07-06,Sales Call 1
6cd65cba8cb5b86,2024-07-03,2024-07-05,Sales Call 1
7102e2b8ede12f0,2024-04-15,2024-04-15,Sales Call 2
3b5c27ccd79a070,2024-06-13,2024-06-14,Sales Call 1
f9583671098b38d,2024-06-19,2024-06-21,Sales Call 1
43f293828832670,2024-07-06,,Sales Call 1
2020ed169f049b8,2024-07-01,2024-07-01,Sales Call 1
28eb3224279021e,2024-07-02,2024-07-02,Sales Call 1
e34450508eee07a,2024-04-07,2024-04-08,Sales Call 1
0dfbf579b8115c7,2024-04-25,,Sales Call 1
330573740da7f9f,2024-05-16,2024-05-17,Sales Call 1
a26b3478bf0ae81,2024-07-21,2024-07-21,Sales Call 1
a7be31cf5a5fe33,2024-04-12,2024-04-13,Sales Call 1
7af40bc0048bfc1,2024-03-21,2024-03-23,Sales Call 1
2584c32ec25ef93,2024-04-23,,Sales Call 1
3a624b2c797d64d,2024-03-31,2024-04-02,Sales Call 1
50809702d4d1d7a,2024-06-16,2024-06-16,Sales Call 1
c055bbbfe9d66fc,2024-05-31,,Sales Call 1
267c32eb711f3d4,2024-02-22,2024-02-25,Sales Call 1
b9cd2a4288742c5,2024-06-25,2024-06-25,Sales Call 1
1574bf344eddf45,2024-07-12,2024-07-13,Sales Call 1
8f44aadd3911784,2024-05-22,2024-05-24,Sales Call 1
1970b9528bf0dfe,2024-04-29,2024-04-29,Sales Call 1
232ae7bd158226d,2024-06-26,2024-06-28,Sales Call 1
4bb51202463a645,2024-02-29,2024-03-02,Sales Call 1
85af57534e81330,2024-05-16,2024-05-17,Sales Call 1
210bab96a91f71e,2024-05-05,2024-05-05,Sales Call 1
dc7b0d955d8d723,2024-03-27,2024-03-30,Sales Call 1
079f03b5f735950,2024-04-13,2024-04-13,Sales Call 2
664a827d0451205,2024-04-01,,Sales Call 1
18576fe9894c386,2024-06-09,2024-06-09,Sales Call 1
88c54e9f7efad56,2024-06-26,2024-06-28,Sales Call 2
a91f9c434e52c21,2024-07-14,2024-07-15,Sales Call 1
d4bcf28790aa1ac,2024-05-07,2024-05-07,Sales Call 1
f814288587054ca,2024-03-22,2024-03-25,Sales Call 1
51bc3b4a9d85645,2024-06-28,,Sales Call 1
2572def7636f566,2024-07-19,2024-07-19,Sales Call 1
1c697c94e78430c,2024-04-08,,Sales Call 1
f2acdb7169d676e,2024-04-21,2024-04-22,Sales Call 1
f5c1054f90e3475,2024-04-06,2024-04-06,PV System Sold
86cf9dd2ccf35e9,2024-03-13,2024-03-15,Sales Call 1
30496002f9a75d3,2024-06-13,,Sales Call 1
1a0aca633b964dd,2024-04-12,,Sales Call 1
6d4bf55ff2f4495,2024-05-12,2024-05-13,Sales Call 1
c4cb52f9f538401,2024-06-16,2024-06-16,PV System Sold
38dd9853e89d72d,2024-05-16,2024-05-18,Sales Call 1
f63d05d0186aef3,2024-04-12,2024-04-13,Sales Call 1
2cd6f516712ebfd,2024-06-01,2024-06-01,Sales Call 1
7ddb61aaaf2bf92,2024-04-29,2024-04-30,Sales Call 1
312999deb5b9e4d,2024-03-04,,Sales Call 1
062114ceea01d80,2024-02-28,,Sales Call 1
c45cc4fe4673225,2024-03-24,2024-03-26,Sales Call 1
3ec9002590292c8,2024-05-20,2024-05-20,Sales Call 1
f42822b7d54e37e,2024-05-19,2024-05-19,Sales Call 1
d200e0eee777624,2024-05-18,2024-05-18,Sales Call 1
a4fbfb6b5f44097,2024-04-02,2024-04-02,Sales Call 2
5c986af1fea8a85,2024-07-03,2024-07-05,Sales Call 1
0162e9daeb7331b,2024-06-14,2024-06-15,Sales Call 1
2505f21716cd452,2024-05-21,2024-05-21,Sales Call 1
7d65a48f003b5ed,2024-07-06,2024-07-07,Sales Call 1
6c29c810d6c42c5,2024-06-04,2024-06-04,Sales Call 1
17169655bb45f06,2024-04-09,2024-04-10,Sales Call 1
e27c14ff5629bad,2024-07-13,,Sales Call 1
ee54832a7f6db2f,2024-03-27,2024-03-30,Sales Call 1
b80f92893c7906d,2024-03-22,,Sales Call 1
9c8f747ef03c616,2024-03-21,2024-03-24,Sales Call 1
37c0cf2c720b80f,2024-06-08,,Sales Call 1
5fe19d454268152,2024-07-10,2024-07-10,Sales Call 2
c5914a783000b61,2024-03-29,2024-04-01,Sales Call 1
1efcf73835f04c5,2024-04-26,2024-04-27,Sales Call 1
4b9881ef4189632,2024-06-19,2024-06-19,Sales Call 1
30807dedf56e800,2024-06-14,2024-06-15,Sales Call 1
7f100902668a937,2024-05-25,,Sales Call 1
f0eabf7a9766b42,2024-06-20,2024-06-21,Sales Call 1
bd87e659184ffac,2024-07-10,2024-07-12,Sales Call 1
23632571ebcdc9a,2024-05-21,2024-05-21,Sales Call 1
8a4fdab10b8df87,2024-07-15,2024-07-15,Sales Call 2
a516fac18d3b9d1,2024-03-27,2024-03-30,Sales Call 1
23d346c7654f6f3,2024-05-14,2024-05-14,Sales Call 1
8e1eec41771dd31,2024-03-23,,Sales Call 1
50631b53b9f79e2,2024-04-30,2024-05-01,Sales Call 1
54a41938171b449,2024-04-06,2024-04-08,Sales Call 1
db791bd819038ed,2024-03-11,,Sales Call 1
76ab68f534e4936,2024-04-07,2024-04-07,Sales Call 1
9b262085296e18e,2024-05-19,2024-05-19,Sales Call 1
421fd255fbed500,2024-07-17,2024-07-20,Sales Call 1
2c10561662c523f,2024-02-27,2024-02-27,Sales Call 1
57b22bb5fa0f315,2024-04-21,2024-04-23,Sales Call 1
4278d766e622819,2024-06-26,,Sales Call 1
4cca98a71312709,2024-07-10,2024-07-12,Sales Call 1
d67345730d72679,2024-03-03,2024-03-05,Sales Call 1
80ff6d72d9e2174,2024-03-14,2024-03-16,Sales Call 1
65756b7a063de41,2024-06-02,2024-06-02,Sales Call 1
dafb41560e3eb38,2024-03-28,2024-03-31,Sales Call 1
b56a4cc8901e554,2024-04-06,2024-04-07,Sales Call 1
5e1794514883c38,2024-04-15,2024-04-15,Sales Call 1
3b0e52756a0dbcc,2024-04-13,2024-04-13,Sales Call 2
116680bae63d4f0,2024-07-21,2024-07-22,Sales Call 1
4c804991916ca01,2024-04-22,,Sales Call 2
a3b61fb3fae7b55,2024-05-28,2024-05-28,Sales Call 1
bf2c94bfff102c5,2024-04-03,2024-04-05,Sales Call 1
56cabf3848445bb,2024-05-30,2024-06-01,Sales Call 1
2e71ab0ae6cc4be,2024-03-05,2024-03-08,Sales Call 1
072541c44515134,2024-05-20,2024-05-20,Sales Call 1
d6511e68a50e934,2024-05-11,,Sales Call 1
db258834cd4675b,2024-04-26,2024-04-27,Sales Call 1
1a2010f7d9a5d0e,2024-07-02,2024-07-02,Sales Call 1
4a96dc7fbeab5be,2024-07-19,2024-07-21,Sales Call 1
12bb2e04660801a,2024-07-11,2024-07-13,Sales Call 1
706e823e79ca8bd,2024-05-07,2024-05-07,Sales Call 1
a69a0dd8ade37d4,2024-06-10,2024-06-10,Sales Call 1
0c43e527a2aa9d9,2024-06-22,2024-06-22,Sales Call 1
12eac2d6dd1bf7f,2024-04-27,2024-04-28,Sales Call 1
031c0ae2673fd9e,2024-03-26,2024-03-26,Sales Call 2
c8cbd65eebb9dbb,2024-03-12,2024-03-13,Sales Call 1
b40c10083596efd,2024-03-03,2024-03-04,Sales Call 1
8ea8e9f9f298108,2024-03-25,2024-03-25,Sales Call 1
1816617555161b4,2024-07-12,2024-07-12,Sales Call 2
e44674f1861778f,2024-03-22,,Sales Call 1
383527e877cbd84,2024-06-16,2024-06-16,Sales Call 1
4961e693c8d3344,2024-06-13,2024-06-14,Sales Call 1
e0498e9f50419d5,2024-05-16,2024-05-17,Sales Call 1
603a2526b8b9c35,2024-05-29,2024-05-31,Sales Call 1
0eaa7bc3c86c813,2024-03-28,2024-03-31,Sales Call 1
b13ccec5f0d0c70,2024-07-07,,Sales Call 1
87f001598129ee8,2024-05-22,,Sales Call 1
6f1d25f47b1af46,2024-04-30,2024-04-30,Sales Call 1
cb62927c6670917,2024-03-26,2024-03-30,Sales Call 1
08f6c5a4c402bd2,2024-03-23,2024-03-23,Sales Call 2
135f76394d813ab,2024-03-08,2024-03-10,Sales Call 1
d69b1a3da6333e0,2024-06-15,2024-06-16,PV System Sold
7f3cb4acba83342,2024-05-24,2024-05-25,Sales Call 1
686cdf2a2b0cdd2,2024-06-07,2024-06-08,Sales Call 1
143f44af28217e8,2024-03-30,2024-04-02,Sales Call 1
8d30f9ab0e9d3a9,2024-07-02,2024-07-02,PV System Sold
4f546ca7df46b73,2024-03-26,2024-03-30,Sales Call 1
013a3e5443275fc,2024-06-14,2024-06-15,Sales Call 1
08199ddeb26d672,2024-03-30,2024-04-01,Sales Call 1
8694678cf8c2f66,2024-07-07,2024-07-07,Sales Call 1
af8842192d11041,2024-07-16,,Sales Call 1
c39b0ae3f13e58a,2024-03-12,2024-03-12,Sales Call 1
e68ef42873fa4b6,2024-04-25,,Sales Call 1
71ca0ac346fdad7,2024-03-16,,Sales Call 1
5af68ad1d65b628,2024-03-05,2024-03-05,PV System Sold
8fbc964573a8bd7,2024-06-26,2024-06-28,Sales Call 1
4e55ffc52c4b741,2024-06-08,2024-06-09,Sales Call 1
82db9b682bad4b7,2024-08-31,2024-09-01,PV System Sold
353127a7ab66b6b,2024-06-01,2024-06-01,Sales Call 1
223097c2b9273f9,2024-05-23,2024-05-24,Sales Call 1
7040dc4b1039ae6,2024-07-20,2024-07-21,Sales Call 1
7550f5b2448f556,2024-06-23,,Sales Call 1
60bd827df850a90,2024-03-19,2024-03-22,Sales Call 1
81fdb4802fbd8a3,2024-06-29,2024-06-29,Sales Call 2
eb6a535c8862b97,2024-03-06,2024-03-09,Sales Call 1
ac6789fc4e0f9d7,2024-03-19,,Sales Call 1
e60654dbfb44aa5,2024-03-09,2024-03-09,Sales Call 1
a5fb8d472b2e059,2024-03-09,2024-03-10,PV System Sold
7926489dc005851,2024-04-16,2024-04-16,Sales Call 1
aea1582b95cfdaa,2024-07-10,2024-07-10,Sales Call 1
b032f9c26c2aa16,2024-04-09,2024-04-09,PV System Sold
4d372788f7ed08b,2024-06-01,,Sales Call 1
23b17e9aaf9907e,2024-03-03,2024-03-04,Sales Call 1
d1db36fa8362c28,2024-05-01,,Sales Call 1
8f4b3e34921a161,2024-03-08,2024-03-09,Sales Call 1
cfd745178b0993d,2024-04-06,2024-04-06,PV System Sold
63fcc54845e6726,2024-02-29,2024-03-03,Sales Call 1
3a916fa7424c113,2024-02-29,2024-03-02,Sales Call 1
a339ecb2e096062,2024-07-07,,Sales Call 1
6f8c026322a7510,2024-06-24,2024-06-26,PV System Sold
0c78f47f3836116,2024-05-19,2024-05-19,Sales Call 1
6bcc12935a8a3aa,2024-03-31,,Sales Call 1
b3d37114e74b62e,2024-07-17,2024-07-20,Sales Call 1
85aa538c99d84e0,2024-04-16,2024-04-16,PV System Sold
3aaa775b5956cd0,2024-07-04,2024-07-05,Sales Call 1
765d919114fcca2,2024-04-28,2024-04-28,Sales Call 1
e3d52e7cfad6282,2024-06-23,,Sales Call 1
b7f9762732dd89d,2024-03-25,2024-03-25,Sales Call 2
1809758b44810db,2024-02-28,2024-03-01,Sales Call 1
eaad0184dd96b8b,2024-02-20,2024-02-23,Sales Call 1
8e78af0cf5ac0ff,2024-05-08,2024-05-10,Sales Call 1
9e421fd98d541f3,2024-06-16,2024-06-16,Sales Call 1
338624061a68cf5,2024-07-10,2024-07-10,Sales Call 2
d9713126df6b50f,2024-06-15,2024-06-15,Sales Call 1
5ac21afe29d5729,2024-07-30,2024-07-30,Sales Call 2
c13454ffe2263e8,2024-05-26,2024-05-26,Sales Call 1
b49d8bb35e7d429,2024-07-17,,Sales Call 1
62d659b440e6eb7,2024-06-11,2024-06-11,Sales Call 2
4a28e8f1cc44bfc,2024-03-30,2024-04-02,Sales Call 1
c95041ae659f3eb,2024-05-27,2024-05-28,Sales Call 1
d108803140115cf,2024-07-11,2024-07-12,Sales Call 1
3658c3a56dad13a,2024-06-28,,Sales Call 1
d59162cf8b750e2,2024-07-09,2024-07-09,Sales Call 1
eeecf2513786b72,2024-06-27,2024-06-28,Sales Call 1
fd3514a4e8a91d7,2024-04-12,2024-04-13,Sales Call 1
c7e9aa809eb287d,2024-05-22,2024-05-24,Sales Call 1
691fc5fbfc615e1,2024-03-21,2024-03-24,Sales Call 1
6220ec79ab8946e,2024-07-16,2024-07-16,Sales Call 2
17c9cefb989047f,2024-04-04,2024-04-06,Sales Call 1
688dc98401c441e,2024-04-08,2024-04-08,PV System Sold
ed1fdfd6b509812,2024-06-30,2024-06-30,Sales Call 1
9c62c0ebe4dec1c,2024-05-07,2024-05-07,Sales Call 1
c0d3916a12739ba,2024-06-28,2024-06-29,Sales Call 1
7fee33f699cb356,2024-03-28,2024-03-31,Sales Call 1
7bfd08bdb7572f3,2024-07-03,2024-07-03,Sales Call 1
5fa74d0da3709c1,2024-02-28,2024-03-01,Sales Call 1
9b7a196ce013c03,2024-05-20,2024-05-20,Sales Call 1
cb119721da7921b,2024-06-28,2024-06-29,Sales Call 1
15dd16a0d871dfb,2024-04-12,2024-04-14,Sales Call 1
0173f14ebab6ec5,2024-06-08,,Sales Call 1
8e23217d7191d9d,2024-04-16,2024-04-16,Sales Call 2
5b87b28eca2c2dd,2024-06-14,2024-06-15,Sales Call 1
da44380da45f1b6,2024-06-01,2024-06-01,Sales Call 1
fd98504f4e02e7f,2024-06-14,2024-06-14,Sales Call 1
6965e4cde8b3bc0,2024-05-30,2024-05-31,Sales Call 1
3cc50343c82284e,2024-05-17,2024-05-18,Sales Call 1
5197d0b0eed3fc9,2024-05-02,2024-05-03,Sales Call 1
5f2eb228c707856,2024-05-14,2024-05-14,Sales Call 2
b87be47083ef18c,2024-03-10,2024-03-10,PV System Sold
77e048fd424c6c7,2024-06-23,2024-06-23,Sales Call 1
e4bc38ac8f695af,2024-05-04,2024-05-04,Sales Call 1
1783799dda89bc7,2024-06-03,2024-06-03,Sales Call 2
b3d3ef4496236a7,2024-05-27,2024-05-27,PV System Sold
ac0a9684e9062af,2024-05-17,2024-05-18,PV System Sold
16916c6e9768234,2024-06-30,2024-06-30,Sales Call 1
e31f8fb7d698c45,2024-06-10,2024-06-10,Sales Call 1
b0e99487ab2ad3b,2024-07-12,2024-07-12,Sales Call 2
1e17278d46cc882,2024-05-15,2024-05-17,Sales Call 1
1187e249b5c83a2,2024-06-28,2024-06-29,Sales Call 1
902ee7715fb58ac,2024-04-10,2024-04-12,Sales Call 1
cce997ebd337911,2024-04-17,2024-04-19,Sales Call 1
a3896aee07ee5f2,2024-05-13,2024-05-13,Sales Call 2
a18703a3bd9bc6e,2024-07-13,2024-07-14,Sales Call 1
3233d78f6982564,2024-06-25,2024-06-25,Sales Call 2
40cd9a7fd7faeb6,2024-06-18,2024-06-19,PV System Sold
0f9b5ec9690cfae,2024-05-20,2024-05-20,Sales Call 1
d0234b71b440739,2024-09-16,2024-09-16,Sales Call 2
bfd7f6b52d68a7f,2024-05-04,2024-05-04,Sales Call 1
081b84ff214127b,2024-05-23,2024-07-13,Sales Call 1
ec5da8a37fa9c8f,2024-05-26,2024-05-26,Sales Call 1
275cbcd88908386,2024-05-08,2024-05-10,Sales Call 1
f45b385e5192bcd,2024-04-24,2024-04-24,Sales Call 2
bf827c82f34e045,2024-05-19,2024-05-20,Sales Call 1
f2d8d12473f72df,2024-03-30,2024-04-01,Sales Call 1
01d47699bc32456,2024-06-01,2024-06-01,Sales Call 1
c29f5fb4bda4136,2024-03-29,2024-04-01,Sales Call 1
f2b4a8dfa19494d,2024-07-04,2024-07-06,Sales Call 1
806549b0bff9672,2024-05-15,,Sales Call 1
fc6b64abd8e7bae,2024-03-10,2024-03-11,Sales Call 1
76e0c79c258451b,2024-04-22,2024-07-16,Sales Call 1
f9846fe8e851a9e,2024-06-16,2024-06-16,Sales Call 1
408f9263ffdbd13,2024-05-21,2024-05-21,Sales Call 1
dc91bae7ad07807,2024-07-19,2024-07-21,Sales Call 1
fd01ccb74779c82,2024-05-04,2024-05-04,Sales Call 2
e3034bffe68cac3,2024-07-12,,Sales Call 1
8a4e06f3df861f4,2024-07-21,,Sales Call 1
bb485378af2307e,2024-04-19,2024-04-20,Sales Call 1
9794ce0e4ff2248,2024-02-27,2024-02-28,Sales Call 1
5e33d82ec58c436,2024-05-13,2024-05-13,Sales Call 1
1c664e2b8af4dfc,2024-05-12,2024-05-12,Sales Call 2
427e9b6b2ef28f8,2024-03-24,,Sales Call 1
29b06e85a063662,2024-07-04,2024-07-05,Sales Call 1
aff105e06e53138,2024-04-02,2024-04-05,Sales Call 1
8b0a72a97d186da,2024-06-17,2024-06-18,PV System Sold
79deec0b5b4462a,2024-03-26,2024-03-26,Sales Call 1
a27e92a4813f6e3,2024-07-20,2024-07-21,Sales Call 1
c2dd4a9978251d0,2024-06-15,2024-06-15,Sales Call 2
4057dff65ac3f69,2024-02-28,,Sales Call 1
dfcb5349e047344,2024-02-27,,Sales Call 1
5b3d1dc1fcb96c0,2024-07-04,,Sales Call 1
2187c74c30fa976,2024-06-19,2024-06-21,Sales Call 1
79e40ba27faad9f,2024-04-02,2024-04-05,Sales Call 1
2e6d07c21a48afa,2024-03-24,2024-03-27,Sales Call 1
4f68c850f8a1348,2024-04-01,2024-04-01,Sales Call 2
9bae2496eab117a,2024-03-12,2024-03-12,PV System Sold
ca3c419674fb8e3,2024-04-01,2024-04-03,Sales Call 1
900cd647ac57057,2024-03-03,,Sales Call 1
8e96877b8ead998,2024-03-09,2024-03-09,Sales Call 2
5f04e89a122456f,2024-06-08,2024-06-09,Sales Call 1
627eece213ece74,2024-07-09,2024-07-09,Sales Call 1
cf1988370f6fc3e,2024-03-31,2024-04-01,PV System Sold
fb36e8d5ffadd0f,2024-07-24,2024-07-26,PV System Sold
a524c724725d893,2024-06-20,2024-06-21,Sales Call 1
fe5f706087be597,2024-05-05,2024-05-06,PV System Sold
58f0aafd5f32710,2024-07-12,2024-07-12,PV System Sold
706163596c93367,2024-05-07,2024-05-07,Sales Call 2
b921063c9246fc9,2024-03-04,2024-03-05,Sales Call 1
bf3f0b2202922a9,2024-04-03,2024-04-05,Sales Call 1
e65e0a4ca6c5620,2024-03-03,2024-03-04,Sales Call 1
f23983ff9961949,2024-03-19,2024-03-23,Sales Call 1
e159631b02d3191,2024-05-04,2024-05-05,Sales Call 1
e333f03d7b32394,2024-06-09,2024-06-09,Sales Call 1
7680baa36c562c9,2024-03-26,2024-03-26,Sales Call 2
c27b02944415c5d,2024-03-19,2024-03-23,Sales Call 1
2c61d3e1ecc20df,2024-03-08,2024-03-10,Sales Call 1
4e36de4d75077b5,2024-04-05,2024-04-07,Sales Call 1
41ece2330a428f8,2024-03-06,2024-03-09,Sales Call 1
9a01f2ada038812,2024-06-24,2024-06-24,Sales Call 2
316ea08d5754a15,2024-07-20,2024-07-20,Sales Call 1
f120e77cd780a53,2024-07-16,2024-07-16,Sales Call 1
80bc4684a43d6c7,2024-03-21,,Sales Call 1
c7dca38053a63a0,2024-05-08,2024-05-10,Sales Call 1
322945cf53a9f51,2024-07-17,2024-07-19,Sales Call 1
f4b13a9450bee70,2024-05-31,2024-06-01,PV System Sold
32839ea3338667f,2024-07-13,2024-07-13,Sales Call 1
1e36efa9da21a1b,2024-04-19,,Sales Call 2
b09f293c477141d,2024-04-06,2024-04-07,Sales Call 1
853396ca5d33578,2024-07-19,2024-07-19,Sales Call 2
0f1679b48413b3c,2024-05-20,2024-05-20,Sales Call 1
3c3a7f187cdf32b,2024-04-02,,Sales Call 2
badce525d5a7034,2024-05-31,2024-06-01,Sales Call 1
497d9808d0b461a,2024-07-13,2024-07-13,PV System Sold
a4b2b3a921c84af,2024-06-22,2024-06-22,Sales Call 2
193a5503dd53f09,2024-07-14,2024-07-15,Sales Call 1
016cd52f7deb969,2024-05-10,2024-05-11,Sales Call 1
868fa976173aae0,2024-05-24,2024-05-24,Sales Call 2
1f52c1baae164f8,2024-07-07,2024-07-08,PV System Sold
609428df004c26a,2024-05-18,2024-05-19,Sales Call 1
f7c42e9207fc8d1,2024-04-22,2024-04-22,Sales Call 2
5abc4b04cadaca5,2024-08-16,2024-08-16,PV System Sold
4fd92f7b901ac76,2024-04-07,2024-04-08,Sales Call 1
a1cb018c3fd56f2,2024-04-02,2024-04-05,PV System Sold
0a3adcdd6b3f255,2024-04-27,2024-04-28,Sales Call 1
3c36f54d3b1bcfd,2024-03-28,2024-03-31,Sales Call 1
905636c0fed9585,2024-05-25,2024-05-26,Sales Call 1
8159135422cd8a5,2024-07-21,2024-07-21,Sales Call 2
102cdcecbfaa0d3,2024-07-17,2024-07-17,Sales Call 1
5458ef937819309,2024-04-03,2024-04-05,Sales Call 1
b84c5523c80ee17,2024-03-26,2024-03-30,Sales Call 1
a792d124119847e,2024-06-29,,Sales Call 1
d26b30e385eb1f5,2024-06-25,2024-06-25,Sales Call 1
f802ea02d4f7b55,2024-04-17,2024-04-19,Sales Call 1
5bc3215c8c0a226,2024-05-06,2024-05-06,Sales Call 2
3525f11d464a025,2024-05-24,2024-05-25,Sales Call 1
3b864c4ee406d22,2024-05-12,2024-05-12,Sales Call 2
4fee17c46ee721b,2024-04-19,2024-04-20,Sales Call 1
579c6cfa85dc645,2024-05-20,2024-05-20,Sales Call 1
a302e133afc424f,2024-06-17,2024-06-17,Sales Call 1
1970af1a67341ed,2024-07-27,2024-07-27,PV System Sold
90883243d96d2c8,2024-06-06,2024-06-08,Sales Call 1
3dfeccfe62447bb,2024-06-02,2024-06-02,Sales Call 1
077db06a58e16e4,2024-06-21,2024-06-22,Sales Call 1
19a8bd8fc77d1fe,2024-05-07,2024-05-10,PV System Sold
04b1beb402a0079,2024-05-19,2024-05-19,Sales Call 1
2f1726436df5620,2024-06-11,2024-06-11,Sales Call 1
e51730be978fc20,2024-07-07,,Sales Call 1
3211b1505b23c2e,2024-04-04,2024-04-06,Sales Call 1
b1a5169996de5b2,2024-04-15,2024-04-16,Sales Call 1
f07dd7ef1345d3b,2024-04-10,2024-04-12,Sales Call 1
9dc53b39b79491f,2024-05-10,2024-05-10,Sales Call 1
94af2ad47c4fad5,2024-06-23,2024-06-23,Sales Call 2
332e56b2bf42797,2024-07-12,,Sales Call 1
9f7e1aeb15b729a,2024-07-11,,Sales Call 1
9d90873962e8e16,2024-04-14,2024-04-14,Sales Call 2
a8178cdf44e1b9f,2024-04-07,2024-04-08,Sales Call 1
70f44f2676f7009,2024-06-23,,Sales Call 1
beb903eadc79b4e,2024-06-02,2024-06-02,Sales Call 1
594b0c143ed3f60,2024-03-11,2024-03-12,Sales Call 1
44dcad00322c298,2024-03-08,2024-03-11,Sales Call 1
843169e9448ca33,2024-05-24,,Sales Call 1
46606a320dba856,2024-04-12,2024-04-13,Sales Call 1
85d9d1ffc3196bf,2024-07-12,2024-07-13,Sales Call 1
b7309231f258cc6,2024-07-10,,Sales Call 1
3b342f77f8ce80e,2024-07-09,,Sales Call 1
1a5783b01fff307,2024-07-16,2024-07-19,Sales Call 1
c65413d3bf89aea,2024-07-05,2024-07-06,Sales Call 1
7e78d555e85ff7a,2024-04-14,2024-04-14,Sales Call 1
9a5904e05aa586b,2024-03-14,2024-03-16,Sales Call 1
9074b5e9f4a19a0,2024-03-09,2024-03-11,Sales Call 1
967f5165a21ad00,2024-03-12,2024-03-15,Sales Call 1
fc107a1545c01ef,2024-02-25,2024-02-27,Sales Call 1
5ca47759d3eab95,2024-02-25,,Sales Call 1
81072a719151c00,2024-03-04,2024-03-05,Sales Call 1
0c25b843290c43e,2024-03-20,2024-03-23,PV System Sold
233e1f0a18baa1b,2024-03-06,2024-03-09,Sales Call 1
216c226f9064b83,2024-06-18,2024-06-18,Sales Call 1
6352a332e48a4b6,2024-04-11,2024-04-12,Sales Call 1
2f1106f0360f05f,2024-06-02,2024-06-02,Sales Call 1
dec447a513c5c0b,2024-06-25,2024-06-25,Sales Call 1
8f4cdb1a9833562,2024-05-13,2024-05-13,Sales Call 1
55783acfaf54b42,2024-06-12,,Sales Call 1
3088e8910f17398,2024-04-01,2024-04-02,Sales Call 1
8f33fb748f1a98e,2024-05-09,,Sales Call 1
90a97e512ce4579,2024-07-19,2024-07-19,Sales Call 1
66c1037822d00b5,2024-06-15,2024-06-15,Sales Call 2
d1cec8dfbd5bd3f,2024-03-18,2024-03-18,PV System Sold
53751fddab6cbdb,2024-06-23,2024-06-23,Sales Call 1
1e5f0f65dba054a,2024-05-10,,Sales Call 1
4417c78a2405e85,2024-05-01,2024-05-03,Sales Call 1
484b91599d6cce7,2024-04-12,2024-04-13,Sales Call 1
03eb703b9efc1b2,2024-04-21,,Sales Call 1
9e9fe2aea0d0606,2024-03-29,2024-04-01,Sales Call 1
f2106821dcd6474,2024-04-04,2024-04-06,Sales Call 1
f3a12132b7d3426,2024-05-01,2024-05-03,Sales Call 1
3d76e0aed0cb22f,2024-05-19,2024-05-20,Sales Call 1
aee7fc3a1a880c8,2024-03-08,,Sales Call 1
4bdde0c55450b93,2024-03-21,2024-03-24,Sales Call 1
62fa0a6e5f04806,2024-03-14,2024-03-17,Sales Call 1
ef2327f6a40383d,2024-06-10,2024-06-10,Sales Call 1
68c1112ed29334c,2024-06-11,,Sales Call 1
9631813debba726,2024-06-21,,Sales Call 1
3e3129944702c8f,2024-03-25,2024-03-25,Sales Call 1
fb07a60a2f56683,2024-07-23,2024-07-23,PV System Sold
